facility_group,risk_clean,code_era,violation_number,violation_title,n_failed_inspections
Special Event / Venue,Risk 2 (Medium),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",7
School,Risk 2 (Medium),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",7
Special Event / Venue,Risk 1 (High),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",7
Social Service / Shelter,Risk 1 (High),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,7
Convenience / Gas Station,Risk 2 (Medium),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",7
School,Risk 2 (Medium),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",7
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,7
Social Service / Shelter,Risk 1 (High),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",7
Convenience / Gas Station,Risk 2 (Medium),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,7
Grocery Store,Risk 1 (High),2018_code,46,GLOVES USED PROPERLY,7
School,Risk 2 (Medium),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,7
Catering / Banquet,Risk 1 (High),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,7
Grocery Store,Risk 1 (High),pre_2018_code,70,NO SMOKING REGULATIONS,7
Convenience / Gas Station,Risk 2 (Medium),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,7
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",7
Social Service / Shelter,Risk 1 (High),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",7
Catering / Banquet,Risk 1 (High),pre_2018_code,42,APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN,7
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,7
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",7
School,Risk 3 (Low),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",7
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",7
Restaurant,Risk 2 (Medium),pre_2018_code,25,"TOXIC ITEMS PROPERLY STORED, LABELED AND USED",7
Special Event / Venue,Risk 1 (High),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",7
Special Event / Venue,Risk 1 (High),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",7
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",7
Special Event / Venue,Risk 1 (High),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,7
School,Risk 3 (Low),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,7
Special Event / Venue,Risk 1 (High),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,7
Bakery,Risk 2 (Medium),2018_code,44,"UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED",7
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",7
School,Risk 3 (Low),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,7
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,27,"TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES",7
Restaurant,Risk 3 (Low),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,7
Restaurant,Risk 3 (Low),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,7
Bakery,Risk 1 (High),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,7
Mobile Food,Risk 2 (Medium),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",7
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",7
Mobile Food,Risk 2 (Medium),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",7
Bar / Tavern / Liquor,Risk 2 (Medium),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",7
School,Risk 1 (High),pre_2018_code,44,ONLY AUTHORIZED PERSONNEL IN THE FOOD-PREP AREA,7
Childcare / Daycare,Risk 1 (High),2018_code,58,ALLERGEN TRAINING AS REQUIRED,7
Convenience / Gas Station,Risk 2 (Medium),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,7
Special Event / Venue,Risk 1 (High),pre_2018_code,43,"FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED",7
Special Event / Venue,Risk 2 (Medium),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,7
Special Event / Venue,Risk 1 (High),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",7
Grocery Store,Risk 2 (Medium),pre_2018_code,7,WASH AND RINSE WATER: CLEAN AND PROPER TEMPERATURE,7
Childcare / Daycare,Risk 1 (High),pre_2018_code,70,NO SMOKING REGULATIONS,7
Bakery,Risk 1 (High),pre_2018_code,22,"DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK",7
Social Service / Shelter,Risk 1 (High),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,7
Other,Risk 2 (Medium),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",7
Childcare / Daycare,Risk 1 (High),pre_2018_code,43,"FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED",7
Restaurant,Risk 3 (Low),pre_2018_code,42,APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN,7
Bakery,Risk 1 (High),pre_2018_code,14,"PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090",7
Other,Risk 3 (Low),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",7
Special Event / Venue,Risk 1 (High),2018_code,22,PROPER COLD HOLDING TEMPERATURES,6
Convenience / Gas Station,Risk 3 (Low),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,6
Special Event / Venue,Risk 2 (Medium),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",6
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,6
School,Risk 2 (Medium),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",6
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",6
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",6
Unknown,Risk 1 (High),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,6
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,6
Mobile Food,Risk 2 (Medium),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",6
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,6
Mobile Food,Risk 2 (Medium),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,6
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,6
Unknown,Risk 1 (High),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,6
Childcare / Daycare,Risk 1 (High),pre_2018_code,28,* INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS,6
Unknown,Risk 1 (High),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,6
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,6
Other,Risk 2 (Medium),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",6
Bakery,Risk 2 (Medium),pre_2018_code,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",6
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,6
Long Term Care / Health,Risk 1 (High),2018_code,62,COMPLIANCE WITH CLEAN INDOOR AIR ORDINANCE,6
Special Event / Venue,Risk 2 (Medium),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,6
Mobile Food,Risk 1 (High),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,6
School,Risk 2 (Medium),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",6
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",6
Other,Risk 2 (Medium),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",6
School,Risk 2 (Medium),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",6
Other,Risk 2 (Medium),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,6
Bakery,Risk 2 (Medium),pre_2018_code,6,"HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS.",6
Bakery,Risk 1 (High),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,6
Other,Risk 2 (Medium),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",6
Unknown,Risk 3 (Low),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",6
Long Term Care / Health,Risk 1 (High),2018_code,35,APPROVED THAWING METHODS USED,6
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,6
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,6
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",6
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,42,APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN,6
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,6
Bakery,Risk 2 (Medium),pre_2018_code,28,* INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS,6
Special Event / Venue,Risk 3 (Low),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",6
Special Event / Venue,Risk 3 (Low),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",6
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,6
Unknown,Risk 1 (High),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",6
Special Event / Venue,Risk 2 (Medium),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,6
Catering / Banquet,Risk 3 (Low),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",6
Convenience / Gas Station,Risk 3 (Low),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",6
Restaurant,Risk 3 (Low),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,6
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,6
Special Event / Venue,Risk 2 (Medium),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",6
Catering / Banquet,Risk 3 (Low),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",6
School,Risk 2 (Medium),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",6
Unknown,Risk 1 (High),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,6
Catering / Banquet,Risk 3 (Low),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,5
Mobile Food,Risk 3 (Low),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,5
Bakery,Risk 1 (High),2018_code,9,NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED,5
Long Term Care / Health,Risk 1 (High),2018_code,28,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, & USED",5
Unknown,Risk 1 (High),2018_code,23,PROPER DATE MARKING AND DISPOSITION,5
School,Risk 2 (Medium),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",5
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,4,"SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD HANDLERS, UTENSILS, ETC",5
Bakery,Risk 2 (Medium),2018_code,43,IN-USE UTENSILS: PROPERLY STORED,5
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",5
Special Event / Venue,Risk 3 (Low),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,5
Restaurant,Risk 2 (Medium),pre_2018_code,17,POTENTIALLY HAZARDOUS FOOD PROPERLY THAWED,5
Wholesale / Warehouse / Commissary,Risk 2 (Medium),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",5
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,5
Convenience / Gas Station,Risk 3 (Low),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,5
Long Term Care / Health,Risk 1 (High),pre_2018_code,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",5
Wholesale / Warehouse / Commissary,Risk 2 (Medium),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",5
Social Service / Shelter,Risk 1 (High),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",5
Mobile Food,Risk 3 (Low),2018_code,21,PROPER HOT HOLDING TEMPERATURES,5
Unknown,Risk 1 (High),2018_code,25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,5
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,5
Childcare / Daycare,Risk 1 (High),2018_code,35,APPROVED THAWING METHODS USED,5
Mobile Food,Risk 2 (Medium),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,5
Catering / Banquet,Risk 3 (Low),2018_code,58,ALLERGEN TRAINING AS REQUIRED,5
Special Event / Venue,Risk 1 (High),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",5
Special Event / Venue,Risk 1 (High),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,5
School,Risk 1 (High),2018_code,58,ALLERGEN TRAINING AS REQUIRED,5
School,Risk 1 (High),pre_2018_code,39,LINEN: CLEAN AND SOILED PROPERLY STORED,5
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",5
School,Risk 3 (Low),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",5
Bakery,Risk 2 (Medium),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,5
Grocery Store,Risk 3 (Low),2018_code,58,ALLERGEN TRAINING AS REQUIRED,5
Grocery Store,Risk 3 (Low),2018_code,43,IN-USE UTENSILS: PROPERLY STORED,5
Mobile Food,Risk 1 (High),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",5
Bakery,Risk 2 (Medium),pre_2018_code,8,"SANITIZING RINSE FOR EQUIPMENT AND UTENSILS: CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME",5
Grocery Store,Risk 2 (Medium),2018_code,25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,5
Institutional Dining,Risk 1 (High),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",5
Restaurant,Risk 3 (Low),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,5
Mobile Food,Risk 1 (High),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",5
Institutional Dining,Risk 1 (High),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",5
Catering / Banquet,Risk 2 (Medium),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",5
School,Risk 3 (Low),pre_2018_code,40,REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS,5
School,Risk 2 (Medium),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",5
Special Event / Venue,Risk 2 (Medium),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,5
Grocery Store,Risk 1 (High),2018_code,11,FOOD OBTAINED FROM APPROVED SOURCE,5
Special Event / Venue,Risk 1 (High),pre_2018_code,6,"HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS.",5
Catering / Banquet,Risk 3 (Low),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",5
Other,Risk 2 (Medium),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",5
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",5
Bakery,Risk 2 (Medium),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",5
Long Term Care / Health,Risk 1 (High),pre_2018_code,28,* INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS,5
Special Event / Venue,Risk 1 (High),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,5
Social Service / Shelter,Risk 1 (High),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,5
Special Event / Venue,Risk 2 (Medium),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",5
Mobile Food,Risk 1 (High),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",5
School,Risk 1 (High),pre_2018_code,7,WASH AND RINSE WATER: CLEAN AND PROPER TEMPERATURE,5
Special Event / Venue,Risk 2 (Medium),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",5
Wholesale / Warehouse / Commissary,Risk 3 (Low),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,5
Mobile Food,Risk 2 (Medium),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,5
Wholesale / Warehouse / Commissary,Risk 3 (Low),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",5
Convenience / Gas Station,Risk 2 (Medium),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",5
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",5
Unknown,Risk 3 (Low),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",5
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,5
Institutional Dining,Risk 1 (High),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",5
Mobile Food,Risk 3 (Low),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",5
Catering / Banquet,Risk 3 (Low),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",5
Special Event / Venue,Risk 2 (Medium),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",5
School,Risk 3 (Low),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,5
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",5
Convenience / Gas Station,Risk 3 (Low),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",5
Bar / Tavern / Liquor,Risk 2 (Medium),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",5
Childcare / Daycare,Risk 1 (High),pre_2018_code,25,"TOXIC ITEMS PROPERLY STORED, LABELED AND USED",5
Bakery,Risk 1 (High),pre_2018_code,28,* INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS,5
School,Risk 3 (Low),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,5
Convenience / Gas Station,Risk 3 (Low),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",5
Mobile Food,Risk 1 (High),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,5
School,Risk 3 (Low),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",5
Special Event / Venue,Risk 2 (Medium),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,5
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,5
Restaurant,Risk 3 (Low),pre_2018_code,4,"SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD HANDLERS, UTENSILS, ETC",5
Catering / Banquet,Risk 1 (High),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",5
